verdict	convention	pattern	dyn_uses	class	java_kind	concrete_impls	why	sample_sites
fix	STRUCT	P1	1	AssemblyParser	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/app/plugin/assembler/sleigh/parse/assembly_parser.rs:345
fix	STRUCT	P1	1	SleighInstructionPrototype	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/app/plugin/processors/sleigh/sleigh_instruction_prototype.rs:652
fix	STRUCT	P1	1	ContextCache	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/app/plugin/processors/sleigh/context_cache.rs:356
fix	STRUCT	P3	1	FunctionHasher	interface	3	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/app/plugin/match/function_hasher.rs:63
fix		P1	1	TraceAddressSnapSpace	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/trace/seam_stubs.rs:633
fix	STRUCT	P1	1	DBTraceAddressSnapRangePropertyMapTree	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/trace/database/map/db_trace_address_snap_range_property_map_tree.rs:269
fix		P1	1	DBTraceAddressSnapRangePropertyMapAddressSetView	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/trace/database/map/db_trace_address_snap_range_property_map_address_set_view.rs:303
fix		P1	1	DBTraceCodeUnitsView	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/trace/database/listing/db_trace_code_space.rs:90
fix		P1	1	DBTraceDataView	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/trace/database/listing/db_trace_code_space.rs:105
fix		P1	1	DBTraceGuestPlatform	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/trace/database/listing/db_trace_code_space.rs:154
fix	STRUCT	P1	1	ImmutableTraceAddressSnapRange	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/trace/model/immutable_trace_address_snap_range.rs:237
fix	STRUCT	P3	1	TraceSymbolWithAddressView	interface	2	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/trace/model/symbol/trace_symbol_with_address_view.rs:329
fix	STRUCT	P5	1	TraceAddressSnapRangePropertyMapOperations	interface	11	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/trace/model/map/trace_address_snap_range_property_map_operations.rs:373
fix	STRUCT	P5	1	TraceAddressSnapRangePropertyMap	interface	8	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/trace/model/map/trace_address_snap_range_property_map.rs:415
fix		PA	1	Markup	@interface	-1	Java annotation type -- not a runtime type, so there is nothing to dispatch over. Delete the trait object: the metadata belongs in a derive macro, a registry table or a const, and `dyn` over it is wrong code rather than an open question	ghidra-rs/src/format/golang/structmapping/markup.rs:46
fix	STRUCT	P1	1	DataHighLevelShaderLanguageSymbolInternals32	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/format/pdb2/pdbreader/symbol/data_high_level_shader_language_symbol_internals.rs:83
fix	STRUCT	P5	1	GImplicitDirectedGraph	interface	21	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/graph/g_implicit_directed_graph.rs:258
fix	STRUCT	P1	1	BlockStreamServer	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/server/stream/block_stream_server.rs:192
fix	STRUCT	P1	1	GhidraServer	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/server/remote/ghidra_server.rs:146
fix	STRUCT	P1	1	RepositoryHandleImpl	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/server/remote/repository_handle_impl.rs:387
fix	STRUCT	P1	1	ContextSet	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/decompiler/context/context_set.rs:109
fix	STRUCT	P1	1	SleighCompile	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/decompiler/slgh_compile/sleigh_compile.rs:644
fix	STRUCT	P1	1	ConstantSpace	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/decompiler/space/constant_space.rs:171
fix	STRUCT	P1	1	UniqueSpace	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/decompiler/space/unique_space.rs:227
fix	STRUCT	P1	1	OtherSpace	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/decompiler/space/other_space.rs:238
fix		P1	1	EqualEquation	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/decompiler/slghpatexpress/equal_equation.rs:18
investigate		P3	62	End	interface	2	interface with 2 concrete implementers -- closed set, enum or trait (investigate)	ghidra-rs/src/generic/end.rs:27 ghidra-rs/src/generic/end.rs:38 ghidra-rs/src/generic/end.rs:41
investigate		P3	49	LogicalBreakpoint	interface	2	interface with 2 concrete implementers -- closed set, enum or trait (investigate)	ghidra-rs/src/debug/api/breakpoint/logical_breakpoints_change_listener.rs:14 ghidra-rs/src/debug/api/breakpoint/logical_breakpoints_change_listener.rs:17 ghidra-rs/src/debug/api/breakpoint/logical_breakpoints_change_listener.rs:24
investigate		P3	41	ObjectStorage	interface	3	interface with 3 concrete implementers -- closed set, enum or trait (investigate)	ghidra-rs/src/program/database/properties/test_saveable.rs:38 ghidra-rs/src/program/database/properties/test_saveable.rs:57 ghidra-rs/src/program/database/properties/test_saveable.rs:85
investigate		P3	29	JitOpVisitor	interface	3	interface with 3 concrete implementers -- closed set, enum or trait (investigate)	ghidra-rs/src/pcode/seam_stubs.rs:1178 ghidra-rs/src/pcode/seam_stubs.rs:1222 ghidra-rs/src/pcode/seam_stubs.rs:1367
investigate		P3	19	ULongSpan	interface	2	interface with 2 concrete implementers -- closed set, enum or trait (investigate)	ghidra-rs/src/generic/ulong_span.rs:59 ghidra-rs/src/generic/ulong_span.rs:59 ghidra-rs/src/generic/ulong_span.rs:64
investigate		P3	19	AssociationHook	interface	2	interface with 2 concrete implementers -- closed set, enum or trait (investigate)	ghidra-rs/src/feature/vt/api/main/association_hook.rs:96 ghidra-rs/src/feature/vt/api/main/association_hook.rs:106 ghidra-rs/src/feature/vt/api/main/association_hook.rs:107
investigate		P3	16	JitOutVar	interface	2	interface with 2 concrete implementers -- closed set, enum or trait (investigate)	ghidra-rs/src/pcode/seam_stubs.rs:1233 ghidra-rs/src/pcode/seam_stubs.rs:1237 ghidra-rs/src/pcode/emu/jit/analysis/jit_op_visitor.rs:142
investigate		P3	16	VTSession	interface	2	interface with 2 concrete implementers -- closed set, enum or trait (investigate)	ghidra-rs/src/feature/seam_stubs.rs:439 ghidra-rs/src/feature/vt/api/main/vt_program_correlator.rs:37 ghidra-rs/src/feature/vt/api/main/vt_program_correlator.rs:119
investigate		P3	10	LongPropertyMap	interface	2	interface with 2 concrete implementers -- closed set, enum or trait (investigate)	ghidra-rs/src/program/database/properties/db_property_map_manager.rs:163 ghidra-rs/src/program/database/properties/db_property_map_manager.rs:196 ghidra-rs/src/program/model/listing/program_user_data.rs:63
investigate		P3	10	StringPropertyMap	interface	2	interface with 2 concrete implementers -- closed set, enum or trait (investigate)	ghidra-rs/src/program/database/properties/db_property_map_manager.rs:170 ghidra-rs/src/program/database/properties/db_property_map_manager.rs:200 ghidra-rs/src/program/model/listing/program_user_data.rs:52
investigate		P3	10	ObjectPropertyMap	interface	2	interface with 2 concrete implementers -- closed set, enum or trait (investigate)	ghidra-rs/src/program/database/properties/db_property_map_manager.rs:177 ghidra-rs/src/program/database/properties/db_property_map_manager.rs:204 ghidra-rs/src/program/model/listing/program_user_data.rs:96
investigate		P3	10	VoidPropertyMap	interface	2	interface with 2 concrete implementers -- closed set, enum or trait (investigate)	ghidra-rs/src/program/database/properties/db_property_map_manager.rs:184 ghidra-rs/src/program/database/properties/db_property_map_manager.rs:208 ghidra-rs/src/program/model/listing/program_user_data.rs:85
investigate		P3	9	MarkupItemStorage	interface	2	interface with 2 concrete implementers -- closed set, enum or trait (investigate)	ghidra-rs/src/feature/vt/api/main/db/vt_match_markup_item_table_db_adapter.rs:50 ghidra-rs/src/feature/vt/api/main/db/vt_match_markup_item_table_db_adapter.rs:87 ghidra-rs/src/feature/vt/api/main/db/association_database_manager.rs:262
investigate		P3	8	VTMatchSet	interface	2	interface with 2 concrete implementers -- closed set, enum or trait (investigate)	ghidra-rs/src/feature/vt/api/main/vt_program_correlator.rs:39 ghidra-rs/src/feature/vt/api/main/vt_program_correlator.rs:121 ghidra-rs/src/feature/vt/api/main/vt_program_correlator_factory.rs:125
investigate		P3	7	DecompilerHighlighter	interface	3	interface with 3 concrete implementers -- closed set, enum or trait (investigate)	ghidra-rs/src/app/decompiler/decompiler_highlighter.rs:106 ghidra-rs/src/app/decompiler/decompiler_highlight_service.rs:30 ghidra-rs/src/app/decompiler/decompiler_highlight_service.rs:41
investigate		P3	6	AbstractDependencyGraph	class	2	interface with 2 concrete implementers -- closed set, enum or trait (investigate)	ghidra-rs/src/util/graph/abstract_dependency_graph.rs:91 ghidra-rs/src/util/graph/abstract_dependency_graph.rs:100 ghidra-rs/src/util/graph/abstract_dependency_graph.rs:215
investigate		P3	4	MessageDigest	interface	2	interface with 2 concrete implementers -- closed set, enum or trait (investigate)	ghidra-rs/src/generic/hash/message_digest_factory.rs:9 ghidra-rs/src/generic/hash/message_digest_factory.rs:81 ghidra-rs/src/generic/hash/fnv1a32_message_digest_factory.rs:10
investigate		P3	3	Database	class	3	interface with 3 concrete implementers -- closed set, enum or trait (investigate)	ghidra-rs/src/framework/db/database.rs:127 ghidra-rs/src/framework/db/db_file_listener.rs:6 ghidra-rs/src/framework/db/db_file_listener.rs:55
investigate		P3	3	TransactionInfo	interface	2	interface with 2 concrete implementers -- closed set, enum or trait (investigate)	ghidra-rs/src/framework/model/domain_object.rs:360 ghidra-rs/src/framework/model/transaction_listener.rs:12 ghidra-rs/src/framework/model/transaction_listener.rs:83
investigate		P3	3	DomainObjectDBChangeSet	interface	3	interface with 3 concrete implementers -- closed set, enum or trait (investigate)	ghidra-rs/src/framework/data/domain_object_adapter_db.rs:39 ghidra-rs/src/framework/data/domain_object_adapter_db.rs:65 ghidra-rs/src/framework/data/domain_object_adapter_db.rs:98
investigate		P3	3	CommentPart	class	2	interface with 2 concrete implementers -- closed set, enum or trait (investigate)	ghidra-rs/src/app/util/viewer/field/comment_part.rs:81 ghidra-rs/src/app/util/viewer/field/string_comment_part.rs:80 ghidra-rs/src/app/util/viewer/field/annotation_comment_part.rs:99
investigate		P3	3	DebugSignature	class	3	interface with 3 concrete implementers -- closed set, enum or trait (investigate)	ghidra-rs/src/app/decompiler/signature/debug_signature.rs:67 ghidra-rs/src/app/decompiler/signature/debug_signature.rs:68 ghidra-rs/src/app/decompiler/signature/debug_signature.rs:72
investigate		P3	3	PcodeStateCallbacks	interface	3	interface with 3 concrete implementers -- closed set, enum or trait (investigate)	ghidra-rs/src/pcode/emu/auxiliary/aux_emulator_parts_factory.rs:38 ghidra-rs/src/pcode/exec/pcode_executor_state_piece.rs:68 ghidra-rs/src/pcode/exec/pcode_executor_state_piece.rs:70
investigate		P3	3	SearchRegion	interface	2	interface with 2 concrete implementers -- closed set, enum or trait (investigate)	ghidra-rs/src/feature/base/memsearch/bytesource/search_region.rs:120 ghidra-rs/src/feature/base/memsearch/bytesource/program_search_region.rs:17 ghidra-rs/src/feature/base/memsearch/bytesource/program_search_region.rs:140
investigate		P3	3	AbstractSymbol	class	2	interface with 2 concrete implementers -- closed set, enum or trait (investigate)	ghidra-rs/src/format/pef/abstract_symbol.rs:20 ghidra-rs/src/format/pef/abstract_symbol.rs:65 ghidra-rs/src/format/pef/abstract_symbol.rs:86
investigate		P3	3	AbstractCompile2MsSymbol	class	2	interface with 2 concrete implementers -- closed set, enum or trait (investigate)	ghidra-rs/src/format/pdb2/pdbreader/symbol/abstract_compile2_ms_symbol.rs:12 ghidra-rs/src/format/pdb2/pdbreader/symbol/abstract_compile2_ms_symbol.rs:208 ghidra-rs/src/format/pdb2/pdbreader/symbol/abstract_compile2_ms_symbol.rs:419
investigate		P3	3	SleighBase	class	2	interface with 2 concrete implementers -- closed set, enum or trait (investigate)	ghidra-rs/src/decompiler/translate/translate.rs:35 ghidra-rs/src/decompiler/sleigh_base/sleigh_base.rs:15 ghidra-rs/src/decompiler/sleigh_base/sleigh_base.rs:219
investigate		P3	3	PreprocessorDefinitions	interface	3	interface with 3 concrete implementers -- closed set, enum or trait (investigate)	ghidra-rs/src/sleigh/grammar/frontend/preprocessor.rs:94 ghidra-rs/src/sleigh/grammar/frontend/preprocessor.rs:180 ghidra-rs/src/sleigh/grammar/frontend/preprocessor.rs:187
investigate		P3	2	MutableMemBuffer	interface	2	interface with 2 concrete implementers -- closed set, enum or trait (investigate)	ghidra-rs/src/program/model/mem/mutable_mem_buffer.rs:26 ghidra-rs/src/program/model/mem/mutable_mem_buffer.rs:96
investigate		P3	2	StackReference	interface	2	interface with 2 concrete implementers -- closed set, enum or trait (investigate)	ghidra-rs/src/program/model/symbol/reference.rs:82 ghidra-rs/src/sarif/export/ref/ext_stack_reference.rs:22
investigate		P3	2	ListingAddressCorrelation	interface	2	interface with 2 concrete implementers -- closed set, enum or trait (investigate)	ghidra-rs/src/program/util/listing_address_correlation.rs:77 ghidra-rs/src/program/util/dummy_listing_address_correlation.rs:212
investigate		P3	2	RangeMapAdapter	interface	2	interface with 2 concrete implementers -- closed set, enum or trait (investigate)	ghidra-rs/src/program/util/range_map_adapter.rs:98 ghidra-rs/src/program/util/range_map_adapter.rs:200
investigate		P3	2	FunctionComparisonModel	interface	2	interface with 2 concrete implementers -- closed set, enum or trait (investigate)	ghidra-rs/src/app/services/function_comparison_service.rs:65 ghidra-rs/src/app/services/function_comparison_service.rs:109
investigate		P3	2	GraphDisplay	interface	3	interface with 3 concrete implementers -- closed set, enum or trait (investigate)	ghidra-rs/src/app/services/graph_display_broker.rs:58 ghidra-rs/src/app/services/graph_display_broker.rs:150
investigate		P3	2	ValueBox	interface	2	interface with 2 concrete implementers -- closed set, enum or trait (investigate)	ghidra-rs/src/trace/database/target/db_trace_object_value_data.rs:22 ghidra-rs/src/trace/database/target/value_shape.rs:9
investigate		P3	2	MatchesPatternTextFilter	class	3	interface with 3 concrete implementers -- closed set, enum or trait (investigate)	ghidra-rs/src/docking/widgets/filter/matches_pattern_text_filter.rs:26 ghidra-rs/src/docking/widgets/filter/matches_pattern_text_filter.rs:50
investigate		P3	2	NumberRangeProducer	interface	3	interface with 3 concrete implementers -- closed set, enum or trait (investigate)	ghidra-rs/src/feature/vt/gui/provider/matchtable/number_range_sub_filter_checker.rs:12 ghidra-rs/src/feature/vt/gui/provider/matchtable/number_range_sub_filter_checker.rs:13
investigate		P3	2	CliToolWrapper	interface	3	interface with 3 concrete implementers -- closed set, enum or trait (investigate)	ghidra-rs/src/file/cliwrapper/cli_tool_wrapper.rs:36 ghidra-rs/src/file/cliwrapper/cli_tool_wrapper.rs:59
