class	kind	n_concrete	extension_point	concrete_implementers
DebuggerControlServiceTest	class	1	0	DebuggerControlServiceGuestTest
DebuggerCoordinates	class	0	0	
DebuggerCopyActionsPlugin	class	0	1	
DebuggerCopyActionsPluginScreenShots	class	0	0	
DebuggerCopyActionsPluginTest	class	0	0	
DebuggerCopyIntoProgramDialog	class	0	0	
DebuggerCopyPlan	class	0	0	
DebuggerCopyPlanTest	class	0	0	
DebuggerDisassemblerPlugin	class	0	1	
DebuggerDisassemblerPluginTestHelper	class	0	0	
DebuggerDisassemblyTest	class	0	0	
DebuggerEmuExampleScript	class	0	0	
DebuggerEmulationIntegration	enum	0	0	
DebuggerEmulationService	interface	1	0	DebuggerEmulationServicePlugin
DebuggerEmulationServicePlugin	class	0	1	
DebuggerEmulationServiceTest	class	0	0	
DebuggerFactoryAdapter	class	0	0	
DebuggerGoToDialog	class	0	0	
DebuggerGoToTrait	class	0	0	
DebuggerGuestTraceRegistersProviderTest	class	0	0	
DebuggerListing	interface	1	0	DebuggerListingProvider
DebuggerListingActionContext	class	0	0	
DebuggerListingPlugin	class	0	1	
DebuggerListingPluginScreenShots	class	0	0	
DebuggerListingProvider	class	0	0	
DebuggerListingProviderTest	class	0	0	
DebuggerListingProviderTestAccess	class	0	0	
DebuggerListingService	interface	1	0	DebuggerListingPlugin
DebuggerLocationLabel	class	0	0	
DebuggerLogicalBreakpointService	interface	1	0	DebuggerLogicalBreakpointServicePlugin
DebuggerLogicalBreakpointServicePlugin	class	0	1	
DebuggerLogicalBreakpointsActionContext	class	0	0	
DebuggerMakeBreakpointsEffectiveActionContext	class	0	0	
DebuggerManualTest	class	0	0	
DebuggerMemoryByteViewerComponent	class	0	0	
DebuggerMemoryBytesActionContext	class	0	0	
DebuggerMemoryBytesPanel	class	0	0	
DebuggerMemoryBytesPlugin	class	0	1	
DebuggerMemoryBytesPluginScreenShots	class	0	0	
DebuggerMemoryBytesProvider	class	0	0	
DebuggerMemoryBytesProviderTest	class	0	0	
DebuggerMemviewPlugin	class	0	1	
DebuggerMemviewPluginScreenShots	class	0	0	
DebuggerMemviewTraceListener	class	0	0	
DebuggerMethodActionsPlugin	class	0	1	
DebuggerMethodActionsPluginTest	class	0	0	
DebuggerMissingModuleActionContext	class	0	0	
DebuggerMissingProgramActionContext	class	0	0	
DebuggerModelPlugin	class	0	1	
DebuggerModelPluginScreenShots	class	0	0	
DebuggerModelProvider	class	0	0	
DebuggerModelProviderTest	class	0	0	
DebuggerModuleActionContext	class	0	0	
DebuggerModuleMapProposalDialog	class	0	0	
DebuggerModulesPanel	class	0	0	
DebuggerModulesPlugin	class	0	1	
DebuggerModulesPluginScreenShots	class	0	0	
DebuggerModulesProvider	class	0	0	
DebuggerModulesProviderTest	class	0	0	
DebuggerObjectActionContext	class	0	0	
DebuggerOpenProgramActionContext	class	0	0	
DebuggerOpinionsTest	class	0	0	
DebuggerPcodeStepperPlugin	class	0	1	
DebuggerPcodeStepperPluginScreenShots	class	0	0	
DebuggerPcodeStepperProvider	class	0	0	
DebuggerPcodeStepperProviderTest	class	0	0	
DebuggerPcodeUtils	enum	0	0	
DebuggerPlaceBreakpointDialog	class	0	0	
DebuggerPlatformMapper	interface	1	0	DefaultDebuggerPlatformMapper
DebuggerPlatformOffer	interface	0	0	
DebuggerPlatformOpinion	interface	8	1	DbgengDebuggerPlatformOpinion,FridaDebuggerPlatformOpinion,GdbDebuggerPlatformOpinion,HostDebuggerPlatformOpinion,JdiDebuggerPlatformOpinion,LldbDebuggerPlatformOpinion,OverrideDebuggerPlatformOpinion,TestDebuggerPlatformOpinion
DebuggerPlatformPlugin	class	0	1	
DebuggerPlatformPluginEvent	class	0	0	
DebuggerPlatformPluginScreenShots	class	0	0	
DebuggerPlatformPluginTest	class	0	0	
DebuggerPlatformService	interface	1	0	DebuggerPlatformServicePlugin
DebuggerPlatformServicePlugin	class	0	1	
DebuggerPluginPackage	class	0	1	
DebuggerProgramLocationActionContext	interface	2	0	DebuggerListingActionContext,DebuggerMemoryBytesActionContext
DebuggerProvider	interface	4	0	DebuggerRegistersProvider,DebuggerStaticMappingProvider,DebuggerVariableViewerProvider,TraceCallTreeProvider
DebuggerReadsMemoryTrait	class	0	0	
DebuggerRegionActionContext	class	0	0	
DebuggerRegionMapProposalDialog	class	0	0	
DebuggerRegionsPanel	class	0	0	
DebuggerRegionsPlugin	class	0	1	
DebuggerRegionsPluginScreenShots	class	0	0	
DebuggerRegionsProvider	class	0	0	
DebuggerRegionsProviderTest	class	0	0	
DebuggerRegisterActionContext	class	0	0	
DebuggerRegisterColumnFactory	interface	2	1	SymZ3DebuggerRegisterColumnFactory,TaintDebuggerRegisterColumnFactory
DebuggerRegistersPlugin	class	0	1	
DebuggerRegistersPluginScreenShots	class	0	0	
DebuggerRegistersProvider	class	0	0	
DebuggerResources	interface	0	0	
DebuggerRmiBreakpointMarkerPluginTest	class	0	0	
DebuggerRmiBreakpointsProviderTest	class	0	0	
DebuggerRmiLogicalBreakpointServiceTest	class	0	0	
DebuggerRmiRegistersProviderTest	class	0	0	
DebuggerSearchRegionFactory	enum	0	0	
DebuggerSectionActionContext	class	0	0	
DebuggerSectionMapProposalDialog	class	0	0	
DebuggerSectionsPanel	class	0	0	
DebuggerSelectPlatformOfferDialog	class	0	0	
DebuggerSingleObjectPathActionContext	class	0	0	
DebuggerSleighExpressionInputDialog	class	0	0	
DebuggerSleighSemanticInputDialog	class	0	0	
DebuggerSnapActionContext	class	0	0	
DebuggerSnapshotTablePanel	class	0	0	
DebuggerStackPanel	class	0	0	
DebuggerStackPlugin	class	0	1	
DebuggerStackPluginScreenShots	class	0	0	
DebuggerStackProvider	class	0	0	
DebuggerStackProviderTest	class	0	0	
DebuggerStaticMappingActionContext	class	0	0	
DebuggerStaticMappingChangeListener	interface	0	0	
DebuggerStaticMappingContext	class	0	0	
DebuggerStaticMappingPlugin	class	0	1	
DebuggerStaticMappingPluginScreenShots	class	0	0	
DebuggerStaticMappingProposals	enum	0	0	
DebuggerStaticMappingProvider	class	0	0	
DebuggerStaticMappingProviderTest	class	0	0	
DebuggerStaticMappingService	interface	1	0	DebuggerStaticMappingServicePlugin
DebuggerStaticMappingServicePlugin	class	0	1	
DebuggerStaticMappingServiceTest	class	0	0	
DebuggerStaticMappingUtils	enum	0	0	
DebuggerTargetService	interface	1	0	DebuggerTargetServicePlugin
DebuggerTargetServicePlugin	class	0	1	
DebuggerThreadsPanel	class	0	0	
DebuggerThreadsPlugin	class	0	1	
DebuggerThreadsPluginScreenShots	class	0	0	
DebuggerThreadsProvider	class	0	0	
DebuggerThreadsProviderTest	class	0	0	
DebuggerTimePlugin	class	0	1	
DebuggerTimePluginScreenShots	class	0	0	
DebuggerTimeProvider	class	0	0	
DebuggerTimeProviderTest	class	0	0	
DebuggerTimeSelectionDialog	class	0	0	
DebuggerTraceFileActionContext	class	0	0	
DebuggerTraceManagerService	interface	1	0	DebuggerTraceManagerServicePlugin
DebuggerTraceManagerServicePlugin	class	0	1	
DebuggerTraceManagerServiceTest	class	0	0	
DebuggerTraceManagerServiceTestAccess	class	0	0	
DebuggerTraceRegistersProviderTest	class	1	0	DebuggerGuestTraceRegistersProviderTest
DebuggerTraceTabPanel	class	0	0	
DebuggerTraceTabPanelTest	class	0	0	
DebuggerTraceViewDiffPlugin	class	0	1	
DebuggerTraceViewDiffPluginScreenShots	class	0	0	
DebuggerTraceViewDiffPluginTest	class	0	0	
DebuggerTrackLocationAction	interface	0	0	
DebuggerTrackLocationTrait	class	0	0	
DebuggerTrackedRegisterBackgroundColorModel	class	0	0	
DebuggerTrackedRegisterListingBackgroundColorModel	class	0	0	
DebuggerVariableViewerHighVarValue	class	0	0	
DebuggerVariableViewerModel	class	0	0	
DebuggerVariableViewerPlugin	class	0	1	
DebuggerVariableViewerProvider	class	0	0	
DebuggerVariableViewerVarValue	class	0	0	
DebuggerWatchActionContext	class	0	0	
DebuggerWatchesPlugin	class	0	1	
DebuggerWatchesPluginScreenShots	class	0	0	
DebuggerWatchesProvider	class	0	0	
DebuggerWatchesProviderTest	class	0	0	
DebuggerWatchesService	interface	1	0	DebuggerWatchesProvider
DecimalFormatterFactory	class	0	0	
DecimalSearchFormat	class	0	0	
Decision	class	0	0	
DecisionProperties	class	0	0	
DecisionSet	class	0	0	
DecisionTree	class	1	0	ProgramDecisionTree
DecisionTreeTest	class	0	0	
DeclStmt	class	0	0	
Declaration	class	0	0	
DecodePcodeExecutionException	class	0	0	
DecodedProvider	class	0	0	
DecodedStride	record	0	0	
Decoder	interface	2	0	PackedDecode,PackedDecodeOverlay
DecoderException	class	0	0	
DecoderExecutor	class	0	0	
DecoderForOnePassage	class	0	0	
DecoderForOneStride	class	0	0	
DecoderUseropLibrary	class	0	0	
DecompInterface	class	0	0	
DecompileCallback	class	0	0	
DecompileConfigurer	interface	2	0	ConventionAnalysisDecompileConfigurer,SwitchAnalysisDecompileConfigurer
DecompileData	class	1	0	EmptyDecompileData
DecompileDataDiff	class	0	0	
DecompileDebug	class	0	0	
DecompileDebugByteManager	class	0	0	
DecompileDebugDataTypeManager	class	0	0	
DecompileDebugFormatManager	class	0	0	
DecompileDebugFunctionManager	class	0	0	
DecompileDebugXmlLoader	class	0	1	
DecompileDebugXmlLoaderTest	class	0	0	
DecompileException	class	0	0	
DecompileFunctionTask	interface	0	0	
DecompileOptions	class	0	0	
DecompilePlugin	class	0	1	
DecompilePluginScreenShots	class	0	0	
DecompileProcess	class	0	0	
DecompileProcessFactory	class	0	0	
DecompileResults	class	0	0	
DecompileResultsListener	interface	0	0	
DecompileRunnable	class	0	0	
DecompiledFunction	class	0	0	
Decompiler	class	0	0	
DecompilerActionContext	class	0	0	
DecompilerCachingTest	class	0	0	
DecompilerCallConventionAnalyzer	class	0	1	
DecompilerCallback	class	0	0	
DecompilerCallbackHandler	interface	3	0	DecompilerCallbackHandlerAdapter,DecompilerProvider,PrimaryDecompilerProvider
DecompilerCallbackHandlerAdapter	class	0	0	
DecompilerClang2Test	class	0	0	
DecompilerClangTest	class	0	0	
DecompilerClipboardProvider	class	0	0	
DecompilerCodeComparisonOptions	class	0	0	
DecompilerCodeComparisonView	class	0	1	
DecompilerCommentsActionFactory	class	0	0	
DecompilerConcurrentQ	class	0	0	
DecompilerController	class	0	0	
DecompilerCursorPosition	class	0	0	
DecompilerDataTypeReferenceFinder	class	0	1	
DecompilerDiffViewFindAction	class	0	0	
DecompilerDisposer	class	0	0	
DecompilerEditDataFieldTest	class	0	0	
DecompilerEquateTest	class	0	0	
DecompilerFieldAccess	class	0	0	
DecompilerFindDialog	class	0	0	
DecompilerFindDialogTest	class	0	0	
DecompilerFindReferencesToActionTest	class	0	0	
DecompilerFindReferencesToNestedStructureActionTest	class	0	0	
DecompilerFunctionAnalyzer	class	0	1	
DecompilerHighSymbolTest	class	0	0	
DecompilerHighlightService	interface	2	0	DecompilerProvider,PrimaryDecompilerProvider
DecompilerHighlighter	interface	1	0	ClangDecompilerHighlighter
DecompilerHoverProvider	class	0	0	
DecompilerHoverService	interface	5	0	DataTypeDecompilerHover,FunctionSignatureDecompilerHover,ReferenceDecompilerHover,ScalarValueDecompilerHover,VariableValueHoverService
DecompilerInitializer	class	0	1	
DecompilerLanguage	enum	0	0	
DecompilerLocation	interface	3	0	DefaultDecompilerLocation,FunctionNameDecompilerLocation,VariableDecompilerLocation
DecompilerLocationInfo	class	0	0	
DecompilerLocationMemento	class	0	0	
DecompilerManager	class	0	0	
DecompilerMapFunction	interface	0	0	
DecompilerMarginProvider	interface	3	0	BreakpointsDecompilerMarginProvider,LineNumberDecompilerMarginProvider,TaintDecompilerMarginProvider
DecompilerMarginService	interface	2	0	DecompilerProvider,PrimaryDecompilerProvider
DecompilerNavigationTest	class	0	0	
DecompilerNestedLayout	class	0	0	
DecompilerNestedLayoutProvider	class	0	1	
DecompilerPanel	class	0	0	
DecompilerParallelConventionAnalysisCmd	class	0	0	
DecompilerParameterIDVTPreconditionValidator	class	0	1	
DecompilerParameterIDValidator	class	0	1	
DecompilerParameterIdCmd	class	0	0	
DecompilerProgramListener	class	0	0	
DecompilerProvider	class	1	0	PrimaryDecompilerProvider
DecompilerPspecVolatilityTest	class	0	0	
DecompilerReducer	interface	0	0	
DecompilerReference	class	5	0	AnonymousVariableAccessDR,LocalVariableDR,ParameterDR,ReturnTypeDR,VariableAccessDR
DecompilerScriptUtils	class	0	0	
DecompilerSearchLocation	class	0	0	
DecompilerSearchResults	class	0	0	
DecompilerSearcher	class	0	0	
DecompilerSpecExtensionTest	class	0	0	
DecompilerStackProblemsFinderScript	class	0	0	
DecompilerStructureVariableAction	class	0	0	
DecompilerSwitchAnalysisCmd	class	0	0	
DecompilerSwitchAnalyzer	class	0	1	
DecompilerSwitchAnalyzerTest	class	0	0	
DecompilerTaintTest	class	0	0	
DecompilerTest	class	0	0	
DecompilerTextFinder	class	0	0	
DecompilerTextFinderDialog	class	0	0	
DecompilerTextFinderPlugin	class	0	1	
DecompilerTextFinderPluginScreenShots	class	0	0	
DecompilerTextFinderTableModel	class	0	0	
DecompilerToggleButtonTest	class	0	0	
DecompilerUtils	class	0	0	
DecompilerValidator	class	0	1	
DecompilerVariable	class	2	0	DecompilerFieldAccess,DecompilerVariableType
DecompilerVariableType	class	0	0	
DecompressionManager	class	0	0	
Decompressor	class	0	0	
DecoratingPrintWriter	class	0	0	
DecoratorPanel	class	0	0	
DecryptedPacket	class	0	0	
Decryptor	interface	1	1	Apple8900Decryptor
DecryptorFactory	class	0	0	
DefExportLine	class	0	0	
DefExportLineTest	class	0	0	
DefLoader	class	0	1	
DefaultActionContext	class	77	0	ByteViewerActionContext,CheckoutsActionContext,CodeViewerActionContext,CommentWindowContext,ComponentProgramActionContext,ComponentStandAloneActionContext,DataTypesActionContext,DataWindowContext,DebuggerAvailableRegistersActionContext,DebuggerBreakpointLocationsActionContext,DebuggerListingActionContext,DebuggerLogicalBreakpointsActionContext,DebuggerMakeBreakpointsEffectiveActionContext,DebuggerMemoryBytesActionContext,DebuggerMissingModuleActionContext,DebuggerMissingProgramActionContext,DebuggerModuleActionContext,DebuggerObjectActionContext,DebuggerOpenProgramActionContext,DebuggerRegionActionContext,DebuggerRegisterActionContext,DebuggerSectionActionContext,DebuggerSingleObjectPathActionContext,DebuggerSnapActionContext,DebuggerStaticMappingActionContext,DebuggerTraceFileActionContext,DebuggerWatchActionContext,DecompilerActionContext,DefinedStringsContext,DegContext,DegSatelliteContext,DialogActionContext,DialogProjectTreeContext,DualDecompilerActionContext,EdgeGraphActionContext,FSBActionContext,FcgActionContext,FcgVertexActionContext,FgComparisonContext,FrontEndProjectTreeContext
DefaultAddressFactory	class	2	0	ProgramAddressFactory,TraceAddressFactory
DefaultAddressSnap	class	0	0	
DefaultAddressTranslator	class	0	0	
DefaultAnnotationHandler	class	0	1	
DefaultArguments16MsType	class	0	0	
DefaultArgumentsMsType	class	0	0	
DefaultArgumentsStMsType	class	0	0	
DefaultAssemblyResolutionFactory	class	0	0	
DefaultAssemblyResolvedBackfill	class	0	0	
DefaultAssemblyResolvedError	class	0	0	
DefaultAssemblyResolvedPatterns	class	1	0	DefaultWildAssemblyResolvedPatterns
DefaultBackgroundColorModel	class	0	0	
DefaultCheckinHandler	class	0	0	
DefaultClientAuthenticator	class	0	0	
DefaultCloseableTaskMonitor	class	0	0	
DefaultColorProvider	class	0	0	
DefaultColumnComparator	class	0	0	
DefaultCompositeMember	class	0	0	
DefaultDataCacheTest	class	0	0	
DefaultDataDirectory	class	0	0	
DefaultDataType	class	0	0	
DefaultDataTypeArchiveService	class	1	0	DefaultDataTypeManagerService
DefaultDataTypeHTMLRepresentation	class	0	0	
DefaultDataTypeManagerService	class	0	0	
DefaultDebuggerPlatformMapper	class	0	0	
DefaultDecompilerLocation	class	0	0	
DefaultDisplayGraphIcons	class	0	0	
DefaultDomainFileFilter	class	0	0	
DefaultDropDownSelectionDataModel	class	0	0	
DefaultDropDownSelectionDataModelTest	class	0	0	
DefaultEmuUnixFileHandle	class	0	0	
DefaultEmulator	class	0	0	
DefaultEmulatorFactory	class	0	1	
DefaultEnumeratedColumnProgramTableModel	class	0	0	
DefaultEnumeratedColumnTableModel	class	3	0	DebouncedRowWrappedEnumeratedColumnTableModel,DefaultEnumeratedColumnProgramTableModel,RowWrappedEnumeratedColumnTableModel
DefaultErrorLogger	class	1	0	MinimalErrorLogger
DefaultFGControllerListener	class	0	0	
DefaultFgEnv	class	0	0	
DefaultFidPopulateResultReporter	class	0	0	
DefaultFlowArrow	class	0	0	
DefaultFocusOwnerProvider	class	0	0	
DefaultGEdge	class	1	0	CodeBlockEdge
DefaultGTrableCellRenderer	class	2	0	PointerColumnRenderer,ValueColumnRenderer
DefaultGTrableRowModel	class	0	0	
DefaultGTreeDataTransformer	class	0	0	
DefaultGTreeFilterProvider	class	1	0	SecondaryTreeFilterProvider
DefaultGhidraProtocolConnector	class	0	0	
DefaultGhidraProtocolConnectorParseTest	class	0	0	
DefaultGhidraProtocolHandler	class	0	1	
DefaultGraphDisplay	class	0	0	
DefaultGraphDisplayComponentProvider	class	0	0	
DefaultGraphDisplayOptions	class	0	0	
DefaultGraphDisplayProvider	class	0	1	
DefaultGraphDisplayWrapper	class	0	0	
DefaultGraphRenderer	class	0	0	
DefaultHelpService	class	0	0	
DefaultIntPropertyMap	class	0	0	
DefaultKeyManagerFactory	class	0	0	
DefaultLanguageService	class	0	0	
DefaultLaunchMode	enum	0	0	
DefaultLocalGhidraProtocolConnector	class	0	0	
DefaultLocalGhidraProtocolConnectorParseTest	class	0	0	
DefaultMemoryMapper	class	0	0	
DefaultMemoryState	class	1	0	FilteredMemoryState
DefaultModuleMapProposal	class	0	0	
DefaultMonitorReceiver	class	0	0	
DefaultNavigatableLocationMemento	class	0	0	
DefaultObservableCollection	class	0	0	
DefaultOptionComponent	class	0	0	
DefaultPcodeDebuggerAccess	class	0	0	
DefaultPcodeDebuggerMemoryAccess	class	0	0	
DefaultPcodeDebuggerPropertyAccess	class	0	0	
DefaultPcodeDebuggerRegistersAccess	class	0	0	
DefaultPcodeExecutorState	class	2	0	BytesPcodeExecutorState,JitDefaultBytesPcodeExecutorState
DefaultPcodeThread	class	5	0	AuxPcodeThread,BytesPcodeThread,JitPcodeThread,ModifiedPcodeThread,SymZ3PcodeThread
DefaultPcodeTraceAccess	class	0	0	
DefaultPcodeTraceMemoryAccess	class	1	0	DefaultPcodeDebuggerMemoryAccess
DefaultPcodeTracePropertyAccess	class	1	0	DefaultPcodeDebuggerPropertyAccess
DefaultPcodeTraceRegistersAccess	class	1	0	DefaultPcodeDebuggerRegistersAccess
DefaultPcodeTraceThreadAccess	class	0	0	
DefaultPcodeUseropLibrary	class	9	0	DecoderUseropLibrary,DemoPcodeUseropLibrary,DemoSyscallLibrary,EmuLinuxAmd64SyscallUseropLibrary,EmuLinuxX86SyscallUseropLibrary,SymZ3LinuxAmd64SyscallLibrary,SymZ3PcodeUseropLibrary,TaintFileReadsLinuxAmd64SyscallLibrary,TaintPcodeUseropLibrary
DefaultPdbApplicator	class	0	0	
DefaultPdbMember	class	0	0	
DefaultPdbUniversalMember	class	0	0	
DefaultPluginInstaller	class	0	0	
DefaultPluginPackagingProvider	class	0	0	
DefaultPluginsConfiguration	class	0	0	
DefaultProgramContext	interface	5	0	AssemblyDefaultContext,DBTraceProgramViewProgramContext,OldProgramContextDB,ProgramContextImpl,ProgramRegisterContextDB
DefaultProject	class	1	0	PyGhidraProject
DefaultProjectData	class	1	0	TransientProjectData
DefaultProjectDataTest	class	0	0	
DefaultProjectManager	class	2	0	PyGhidraProjectManager,TestProjectManager
DefaultPropertyMap	class	1	0	DefaultIntPropertyMap
DefaultRegionMapProposal	class	0	0	
DefaultRegisterMapper	class	0	0	
DefaultRemoteAsyncResult	class	0	0	
DefaultRemoteMethodRegistry	class	0	0	
DefaultRowColLocation	class	0	0	
DefaultRowFilterTransformer	class	0	0	
DefaultSFQueryServiceFactory	class	0	0	
DefaultSSLContextInitializer	class	0	1	
DefaultSSLSocketFactory	class	0	0	
DefaultSchemaContext	class	1	0	XmlSchemaContext
DefaultSearchListModel	class	2	0	ActionsModel,ScriptsModel
DefaultSectionMapProposal	class	0	0	
DefaultSolverHint	enum	0	0	
DefaultTableCellRendererWrapper	class	0	0	
DefaultTableTextFilterFactory	class	0	0	
DefaultTerminal	class	1	0	ThreadedTerminal
DefaultThreadedTableFilterTest	class	1	0	NonSortedThreadedTableFilterTest
DefaultTimestampRenderer	class	0	0	
DefaultTraceLocation	class	0	0	
DefaultTraceObjectSchema	class	0	0	
DefaultTraceRmiAcceptor	class	0	0	
DefaultTraceSpan	class	0	0	
DefaultTransactionCoalescer	class	0	0	
DefaultTrustManagerFactory	class	0	0	
DefaultUseropDecl	class	0	0	
DefaultVar	class	2	0	LangVar,LocalVar
DefaultViewToIndexMapper	class	0	0	
DefaultVisualGraph	class	5	0	DataExplorationGraph,FunctionCallGraph,FunctionGraph,SampleGraph,TestVisualGraph
DefaultWatchRow	class	0	0	
DefaultWildAssemblyResolvedPatterns	class	0	0	
DeferrableFunctionSymbolApplier	interface	3	0	FunctionSymbolApplier,ManagedProcedureSymbolApplier,SeparatedCodeSymbolApplier
DeferredProcedureCallPointerTagRegDimDARMsSymbol	class	0	0	
DeferredProcedureCallPointerTagToSymbolRecordMapEntry	class	0	0	
DeferredProcedureCallPointerTagToSymbolRecordMapMsSymbol	class	0	0	
DefineTable	class	0	0	
DefinedDataIterator	class	0	0	
DefinedDataIteratorTest	class	0	0	
DefinedDataSarifMgr	class	0	0	
DefinedDataSarifTest	class	0	0	
DefinedDataXmlMgr	class	0	0	
DefinedMultipleAddressRanges2005MsSymbol	class	0	0	
DefinedSingleAddressRange2005MsSymbol	class	0	0	
DefinedSingleAddressRangeMsSymbol	class	0	0	
DefinedSingleAddressRangeSymbolApplier	class	0	0	
DefinedStringIterator	class	0	0	
DefinedStringIteratorTest	class	0	0	
DefinedStringsContext	class	0	0	
DefinedStringsPlugin	class	0	1	
DefinedStringsPluginScreenShots	class	0	0	
DefinedStringsProvider	class	0	0	
DefinedStringsTableModel	class	0	0	
DegContext	class	0	0	
DegController	class	0	0	
DegEdge	class	0	0	
